Log file store in ,/logs/log_Chi2_100_19,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
19	5	Chi2	5	1,0	1,0	0,6580645161290323	0,7441666666666668	0,2979087829589844

Log file store in ,/logs/log_Chi2_5_42,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
42	1	ALL	4635	1,0	1,0	0,7961783439490446	0,8797108512020793	2,224954128265381
42	2	ALL	4635	1,0	1,0	0,7707006369426752	0,8499025341130604	2,2299139499664307
42	3	ALL	4635	1,0	1,0	0,864516129032258	0,9380833333333334	2,192974090576172
42	4	ALL	4635	1,0	1,0	0,8	0,9175833333333334	2,21842885017395
42	5	ALL	4635	1,0	1,0	0,7806451612903226	0,89625	2,2140753269195557

42	1	Chi2	5	1,0	1,0	0,7388535031847133	0,7876055880441843	0,3305671215057373
42	2	Chi2	5	0,9983922829581994	1,0	0,7197452229299363	0,7764782326185834	0,31114697456359863
42	3	Chi2	5	1,0	1,0	0,7806451612903226	0,8488333333333333	0,3697178363800049
42	4	Chi2	5	1,0	1,0	0,7741935483870968	0,8306666666666667	0,2925717830657959
42	5	Chi2	5	1,0	1,0	0,6967741935483871	0,7613333333333333	0,38217806816101074

Log file store in ,/logs/log_Chi2_5_69,txt 

GNB_CV	PART	FILTER	FEATS	ACC_TR	AUC_TR	ACC_TST	AUC_TST	TIME
69	1	ALL	4635	1,0	0,9999999999999999	0,7834394904458599	0,875893437296946	2,2156269550323486
69	2	ALL	4635	1,0	1,0	0,7707006369426752	0,8600552306692656	2,1299054622650146
69	3	ALL	4635	1,0	1,0	0,8580645161290322	0,9273333333333333	2,1873230934143066
69	4	ALL	4635	1,0	1,0	0,8258064516129032	0,9276666666666666	2,2486977577209473
69	5	ALL	4635	1,0	0,9999999999999999	0,8	0,8954166666666666	2,2082386016845703

69	1	Chi2	5	1,0	1,0	0,7388535031847133	0,7878492527615335	0,32625436782836914
69	2	Chi2	5	1,0	1,0	0,7133757961783439	0,7869558154645874	0,34908294677734375
69	3	Chi2	5	1,0	1,0	0,7935483870967742	0,8598333333333333	0,35156846046447754
